Frecuencias de nombres
Nombres por nacionalidad
País: ESPAÑOLES


Nº,Nombre,Total,Por mil ‰
781,ALESSANDRO,1.463,0,071
782,MANUEL ALBERTO,1.463,0,071
783,JUAN ESTEBAN,1.462,0,071
784,MANUEL CARLOS,1.455,0,071
785,BOSCO,1.454,0,071
786,CRISTOFER,1.449,0,071
787,MARK,1.447,0,070
788,PABLO JAVIER,1.445,0,070
789,ELIAN,1.441,0,070
790,PEIO,1.439,0,070
791,ISMAIL,1.438,0,070
792,MANUEL FERNANDO,1.437,0,070
793,RAMON JOSE,1.436,0,070
794,GIOVANNI,1.430,0,070
795,JOSEP ANTONI,1.430,0,070
796,JOSE GUILLERMO,1.428,0,070
797,JOSE DAMIAN,1.427,0,069
798,ALBERTO JESUS,1.419,0,069
799,LAURENTINO,1.418,0,069
800,JOSE MARIO,1.415,0,069
801,AMALIO,1.405,0,068
802,DAVID JOSE,1.405,0,068
803,JOSE DIEGO,1.403,0,068
804,JUAN TOMAS,1.402,0,068
805,JOSE FELIPE,1.400,0,068
806,TIMOTEO,1.400,0,068
807,OSCAR JAVIER,1.396,0,068
808,ABDESLAM,1.395,0,068
809,CHRISTOPHER,1.393,0,068
810,IGNACIO MARIA,1.386,0,067
811,SANDRO,1.386,0,067
812,SERGIO MANUEL,1.385,0,067
813,ALBERTO JAVIER,1.383,0,067
814,JUAN FELIPE,1.383,0,067
815,DANIEL JOSE,1.382,0,067
816,DIEGO ANTONIO,1.380,0,067
817,RAYCO,1.378,0,067
818,MANUEL DAVID,1.376,0,067
819,REYES,1.376,0,067
820,GUILLERMO JOSE,1.373,0,067
821,JUAN EMILIO,1.371,0,067
822,JOSEP ORIOL,1.362,0,066
823,WALID,1.359,0,066
824,JOSHUA,1.355,0,066
825,LISARDO,1.355,0,066
826,JULIO MANUEL,1.353,0,066
827,ANTONINO,1.350,0,066
828,ANDRES MANUEL,1.348,0,066
829,DAVID JESUS,1.348,0,066
830,JOSE JAIME,1.347,0,066
831,JUAN MARTIN,1.345,0,065
832,SERGIO JOSE,1.337,0,065
833,TIAGO,1.337,0,065
834,JORDAN,1.332,0,065
835,JOSE MARIANO,1.330,0,065
836,CIRILO,1.321,0,064
837,AMABLE,1.316,0,064
838,DOROTEO,1.313,0,064
839,HARITZ,1.312,0,064
840,ILIAS,1.312,0,064
841,EMETERIO,1.304,0,063
842,FERNANDO ANTONIO,1.300,0,063
843,JESUS FERNANDO,1.300,0,063
844,NAIM,1.298,0,063
845,ONOFRE,1.298,0,063
846,SENEN,1.294,0,063
847,LUIS ALFREDO,1.293,0,063
848,FRANCISCO TOMAS,1.289,0,063
849,EDELMIRO,1.287,0,063
850,PAULO,1.282,0,062
851,IOSU,1.281,0,062
852,MIGUEL FRANCISCO,1.276,0,062
853,MUSTAFA,1.276,0,062
854,HERIBERTO,1.274,0,062
855,JUAN FELIX,1.272,0,062
856,PATXI,1.271,0,062
857,ROBERTO JOSE,1.271,0,062
858,NATALIO,1.267,0,062
859,ANDRE,1.263,0,062
860,JOSE ESTEBAN,1.262,0,061
861,ALFONSO JAVIER,1.260,0,061
862,JESUS SALVADOR,1.256,0,061
863,JOSE LORENZO,1.256,0,061
864,JOAQUIN MANUEL,1.253,0,061
865,ALEJANDRO JESUS,1.252,0,061
866,EUDALD,1.250,0,061
867,FRANCISCO ANDRES,1.250,0,061
868,YASSINE,1.248,0,061
869,SERGIO ANTONIO,1.242,0,060
870,EVELIO,1.234,0,060
871,LUIS DANIEL,1.233,0,060
872,ANTONIO JOAQUIN,1.231,0,060
873,JAVIER ANTONIO,1.231,0,060
874,JESUS ENRIQUE,1.229,0,060
875,YOUNES,1.228,0,060
876,JOAN ANTONI,1.225,0,060
877,RAFAEL MANUEL,1.225,0,060
878,MANUEL JAVIER,1.220,0,059
879,JOSE VICTOR,1.219,0,059
880,EDUARDO MANUEL,1.218,0,059
881,FRUCTUOSO,1.218,0,059
882,LUKEN,1.216,0,059
883,JOAQUIN JOSE,1.215,0,059
884,ARATZ,1.214,0,059
885,MARCIANO,1.213,0,059
886,PEDRO VICENTE,1.211,0,059
887,ANDRES JOSE,1.210,0,059
888,DIEGO FERNANDO,1.209,0,059
889,AMANDO,1.208,0,059
890,GARIKOITZ,1.203,0,059
891,MANUEL MIGUEL,1.203,0,059
892,PEDRO ENRIQUE,1.196,0,058
893,ILYAS,1.192,0,058
894,LOIS,1.191,0,058
895,UBALDO,1.191,0,058
896,DAVID MANUEL,1.190,0,058
897,JAVIER JESUS,1.190,0,058
898,JOSE RUBEN,1.187,0,058
899,VICENTE RAMON,1.186,0,058
900,MANUEL IGNACIO,1.185,0,058
901,FRANCISCO ALBERTO,1.182,0,058
902,EMILIO JESUS,1.180,0,057
903,ENAITZ,1.180,0,057
904,JORGE JAVIER,1.179,0,057
905,ANGEL RAMON,1.175,0,057
906,JOSE MARCOS,1.175,0,057
907,JESUS VICENTE,1.174,0,057
908,ANTONIO ENRIQUE,1.172,0,057
909,VICTOR JESUS,1.170,0,057
910,AYOZE,1.165,0,057
911,JOSE BERNARDO,1.165,0,057
912,DOMINGO JOSE,1.162,0,057
913,CALIXTO,1.161,0,057
914,JAVIER MARIA,1.161,0,057
915,RAIMON,1.160,0,056
916,MACARIO,1.159,0,056
917,ALEJANDRO JAVIER,1.158,0,056
918,CIRIACO,1.156,0,056
919,ISIDRE,1.146,0,056
920,SALUSTIANO,1.144,0,056
921,EMILI,1.143,0,056
922,JOSE ADRIAN,1.143,0,056
923,REGINO,1.139,0,055
924,MOHAMED AMIN,1.137,0,055
925,NAUZET,1.136,0,055
926,JUAN ALEJANDRO,1.132,0,055
927,FACUNDO,1.131,0,055
928,ZEUS,1.128,0,055
929,CRISTHIAN,1.126,0,055
930,RAMON ANTONIO,1.126,0,055
931,PEDRO IGNACIO,1.123,0,055
932,JOFRE,1.122,0,055
933,LADISLAO,1.121,0,055
934,RAFAEL FRANCISCO,1.117,0,054
935,DIEGO ALEJANDRO,1.114,0,054
936,IMRAN,1.114,0,054
937,MANEX,1.114,0,054
938,PEDRO RAMON,1.101,0,054
939,XIAN,1.101,0,054
940,URTZI,1.099,0,054
941,WILLIAM,1.095,0,053
942,MAIKEL,1.085,0,053
943,FRANCISCO JOAQUIN,1.084,0,053
944,EMILIO MANUEL,1.083,0,053
945,CASTO,1.082,0,053
946,JAVIER IGNACIO,1.078,0,052
947,ALVAR,1.077,0,052
948,FREDERIC,1.072,0,052
949,JAVIER JOSE,1.072,0,052
950,JAMAL,1.071,0,052
951,PABLO LUIS,1.069,0,052
952,VICENTE ANTONIO,1.069,0,052
953,DANTE,1.068,0,052
954,VICTOR MIGUEL,1.066,0,052
955,PEDRO DAVID,1.065,0,052
956,RUPERTO,1.065,0,052
957,DENNIS,1.064,0,052
958,ALFONS,1.063,0,052
959,ANGEL GABRIEL,1.063,0,052
960,CRISTINO,1.062,0,052
961,NAZARIO,1.061,0,052
962,CUSTODIO,1.060,0,052
963,ATANASIO,1.059,0,052
964,ASENSIO,1.056,0,051
965,GERVASIO,1.056,0,051
966,JUAN LORENZO,1.054,0,051
967,RAMON MARIA,1.052,0,051
968,ALFONSO MANUEL,1.050,0,051
969,FRAN,1.049,0,051
970,JORGE JOSE,1.049,0,051
971,ROLANDO,1.048,0,051
972,SAMI,1.044,0,051
973,CARLOS FERNANDO,1.042,0,051
974,JOAQUIN ANTONIO,1.042,0,051
975,FRANCISCO CARLOS,1.041,0,051
976,JOSEBA ANDONI,1.041,0,051
977,HECTOR MANUEL,1.040,0,051
978,ABDERRAHIM,1.037,0,050
979,IZEI,1.037,0,050
980,NIZAR,1.037,0,050
981,OSCAR JOSE,1.037,0,050
982,PEDRO ALBERTO,1.036,0,050
983,DANI,1.034,0,050
984,CASTOR,1.031,0,050
985,TORCUATO,1.029,0,050
986,VICENTE JESUS,1.028,0,050
987,DAVID ALEJANDRO,1.027,0,050
988,LUIS ANDRES,1.026,0,050
989,EULALIO,1.025,0,050
990,MIGUEL ALEJANDRO,1.025,0,050
991,ACHRAF,1.023,0,050
992,KAI,1.022,0,050
993,PORFIRIO,1.021,0,050
994,DRISS,1.020,0,050
995,VICENTE LUIS,1.018,0,050
996,VICTOR ANTONIO,1.018,0,050
997,MIMOUN,1.017,0,050
998,JUAN CAMILO,1.016,0,049
999,ERLANTZ,1.015,0,049
1000,FRANCISCO ALEJANDRO,1.015,0,049
1001,ANTONIO FERNANDO,1.010,0,049
1002,EIDEN,1.010,0,049
1003,INOCENTE,1.009,0,049
1004,JORGE MIGUEL,1.008,0,049
1005,ENRIQUE JESUS,1.006,0,049
1006,ALVARO JESUS,1.005,0,049
1007,JOSE CARMELO,1.004,0,049
1008,AKRAM,1.003,0,049
1009,RAFAEL CARLOS,1.002,0,049
1010,JAIME JOSE,999,0,049
1011,FORTUNATO,996,0,049
1012,CIRO,991,0,048
1013,IVAN JOSE,991,0,048
1014,MAGIN,990,0,048
1015,HAMID,989,0,048
1016,DAVID ANTONIO,988,0,048
1017,FELIX MANUEL,988,0,048
1018,EFRAIN,987,0,048
1019,DAMIA,986,0,048
1020,ADONAY,984,0,048
1021,MILLAN,984,0,048
1022,FELICISIMO,983,0,048
1023,JOSE OSCAR,981,0,048
1024,FERNANDO MARIA,976,0,048
1025,BELARMINO,975,0,047
1026,LUKAS,975,0,047
1027,NAHUEL,973,0,047
1028,CRUZ,972,0,047
1029,MANUEL ANDRES,971,0,047
1030,JESUS DANIEL,969,0,047
1031,ELIO,966,0,047
1032,TELESFORO,965,0,047
1033,MARIO JOSE,964,0,047
1034,JUAN CRISTOBAL,957,0,047
1035,CARLOS GUSTAVO,953,0,046
1036,FRANCISCO ENRIQUE,951,0,046
1037,RICARDO MANUEL,946,0,046
1038,DANIEL ANTONIO,941,0,046
1039,JOSE AURELIO,938,0,046
1040,FELIX ANGEL,936,0,046
1041,YONATAN,935,0,046
1042,VICENTE MIGUEL,933,0,045
1043,EÑAUT,932,0,045
1044,RAFAEL LUIS,930,0,045
1045,ALFREDO JOSE,929,0,045
1046,ADRIEL,928,0,045
1047,MARIO ALBERTO,927,0,045
1048,CESC,925,0,045
1049,FELIX JOSE,924,0,045
1050,DOMINGO ANTONIO,922,0,045
1051,YAHYA,922,0,045
1052,MAGI,919,0,045
1053,OSCAR DAVID,919,0,045
1054,JOSE ARTURO,917,0,045
1055,MICHEL,917,0,045
1056,TIRSO,916,0,045
1057,TORIBIO,916,0,045
1058,ADIL,910,0,044
1059,RAMON JESUS,908,0,044
1060,EDUARDO JAVIER,907,0,044
1061,JOAQUIN MARIA,907,0,044
1062,MATTEO,907,0,044
1063,EDMUNDO,906,0,044
1064,SILVINO,906,0,044
1065,AINGERU,904,0,044
1066,ALVARO MANUEL,902,0,044
1067,JORGE FRANCISCO,901,0,044
1068,FLORIAN,899,0,044
1069,ANTHONY,897,0,044
1070,ANTONIO ALBERTO,895,0,044
1071,JOSEP RAMON,894,0,044
1072,NATHAN,894,0,044
1073,ATILANO,891,0,043
1074,AYTHAMI,889,0,043
1075,PATRICK,889,0,043
1076,PEP,889,0,043
1077,EDUARDO ANTONIO,888,0,043
1078,JORGE DAVID,887,0,043
1079,JAVIER ALEJANDRO,886,0,043
1080,REINALDO,886,0,043
1081,JEREMY,885,0,043
1082,JORGE ANDRES,881,0,043
1083,ALEXANDRO,876,0,043
1084,CARLOS ALFONSO,876,0,043
1085,PERU,875,0,043
1086,FRANCISCO FERNANDO,874,0,043
1087,RAFAEL MARIA,874,0,043
1088,ABDON,873,0,043
1089,EDUARDO JESUS,872,0,042
1090,ANGEL ALBERTO,871,0,042
1091,SANTIAGO MANUEL,870,0,042
1092,LEOCADIO,867,0,042
1093,JUAN SANTIAGO,866,0,042
1094,CESAR MANUEL,865,0,042
1095,JOAN RAMON,865,0,042
1096,ABDERRAHMAN,863,0,042
1097,RUYMAN,863,0,042
1098,FERNANDO MIGUEL,862,0,042
1099,AITZOL,858,0,042
1100,BREIXO,857,0,042
1101,JUAN EDUARDO,856,0,042
1102,JUAN BOSCO,853,0,042
1103,JORGE CARLOS,851,0,041
1104,JOAN MANUEL,850,0,041
1105,MARCOS JOSE,850,0,041
1106,MIGUEL LUIS,850,0,041
1107,ENRIQUE ANTONIO,849,0,041
1108,OSKAR,848,0,041
1109,ELEAZAR,846,0,041
1110,JENARO,846,0,041
1111,ANTONIO DANIEL,845,0,041
1112,PEDRO ANDRES,845,0,041
1113,IVAN JESUS,841,0,041
1114,RAMON MANUEL,841,0,041
1115,YAEL,841,0,041
1116,ALFRED,835,0,041
1117,QUINTIN,834,0,041
1118,CASIANO,833,0,041
1119,EROS,830,0,040
1120,ALBERTO CARLOS,826,0,040
1121,MANUEL ALFONSO,826,0,040
1122,MOSTAFA,824,0,040
1123,STEVEN,824,0,040
1124,YASIN,822,0,040
1125,MIGUEL MANUEL,821,0,040
1126,GALDER,817,0,040
1127,NEL,817,0,040
1128,FRANCISCO JULIAN,816,0,040
1129,JAVIER FRANCISCO,816,0,040
1130,FRANCISCO MARIA,815,0,040
1131,JUAN JULIAN,815,0,040
1132,WALTER,815,0,040
1133,JOHN,813,0,040
1134,JAGOBA,812,0,040
1135,JOAN MARC,812,0,040
1136,VICTOR DANIEL,811,0,039
1137,ALFONSO JESUS,809,0,039
1138,IGNACIO MANUEL,808,0,039
1139,JOSE NICOLAS,808,0,039
1140,CRISTOPHER,806,0,039
1141,IRAITZ,805,0,039
1142,VICENTE JUAN,804,0,039
1143,PABLO MIGUEL,803,0,039
1144,ALEJANDRO ANTONIO,802,0,039
1145,JULIA,802,0,039
1146,CONSTANCIO,801,0,039
1147,PEDRO JOAQUIN,801,0,039
1148,RAMON LUIS,801,0,039
1149,LUIS GABRIEL,800,0,039
1150,ANGEL CARLOS,799,0,039
1151,JOSE FERMIN,796,0,039
1152,JHONATAN,794,0,039
1153,VLADIMIR,793,0,039
1154,DIEGO MIGUEL,791,0,039
1155,EMANUEL,791,0,039
1156,TARIK,791,0,039
1157,GABRIEL ANGEL,790,0,038
1158,JAIME ANTONIO,790,0,038
1159,NATANAEL,790,0,038
1160,ANGEL DANIEL,789,0,038
1161,SAAD,786,0,038
1162,RICARDO ANTONIO,785,0,038
1163,SIMEON,785,0,038
1164,NEFTALI,784,0,038
1165,RICARDO JAVIER,784,0,038
1166,JEREMIAS,782,0,038
1167,JOSEBA IÑAKI,782,0,038
1168,JESUS ANDRES,781,0,038
1169,VICENTE FRANCISCO,780,0,038
1170,ANCOR,779,0,038
1171,ORENCIO,778,0,038
1172,JOAN MIQUEL,776,0,038
1173,EIDAN,774,0,038
1174,IGNACIO JESUS,774,0,038
1175,OSCAR ANTONIO,774,0,038
1176,PABLO ANDRES,774,0,038
1177,MARIANO JOSE,772,0,038
1178,AMARO,771,0,038
1179,EKHI,770,0,037
1180,JAVIER ANGEL,769,0,037
1181,GUIM,768,0,037
1182,AZIZ,766,0,037
1183,GRACIANO,766,0,037
1184,RAMSES,766,0,037
1185,JOAN FRANCESC,765,0,037
1186,JUSTINIANO,765,0,037
1187,MAEL,764,0,037
1188,CARLOS VICENTE,763,0,037
1189,MANUEL REYES,763,0,037
1190,MARCELIANO,763,0,037
1191,JOSE ALVARO,762,0,037
1192,YUSEF,761,0,037
1193,FELIX ANTONIO,760,0,037
1194,LIONEL,760,0,037
1195,OSCAR JESUS,760,0,037
1196,IMAD,759,0,037
1197,ANGEL FERNANDO,757,0,037
1198,ANTONIO ANDRES,753,0,037
1199,FILIBERTO,751,0,037
1200,ZIGOR,751,0,037
1201,AIUR,750,0,037
1202,ARMAND,750,0,037
1203,SALVADOR JOSE,750,0,037
1204,MANUEL JUAN,749,0,036
1205,VALENTI,749,0,036
1206,IORITZ,748,0,036
1207,LIHER,748,0,036
1208,LOPE,748,0,036
1209,DOMINGO JESUS,747,0,036
1210,REDA,746,0,036
1211,MANUEL JOAQUIN,745,0,036
1212,ANGEL VICENTE,742,0,036
1213,JOSE ROMAN,741,0,036
1214,ODEI,741,0,036
1215,ANTONIO GABRIEL,739,0,036
1216,JOSE CRISTOBAL,738,0,036
1217,CARLOS ALEJANDRO,737,0,036
1218,SERGIO JESUS,736,0,036
1219,JORGE ALEJANDRO,734,0,036
1220,ARAY,733,0,036
1221,CARLOS IGNACIO,733,0,036
1222,SERGIO DAVID,733,0,036
1223,ANTONIO ALEJANDRO,732,0,036
1224,JOAN MARIA,730,0,036
1225,PEDRO ALFONSO,729,0,035
1226,DIEGO FRANCISCO,728,0,035
1227,MOUSSA,728,0,035
1228,ENMANUEL,727,0,035
1229,MARTIN JOSE,726,0,035
1230,SEVERO,726,0,035
1231,ALBERTO ANTONIO,723,0,035
1232,FROILAN,723,0,035
1233,LUIS GUILLERMO,723,0,035
1234,CESAR ANTONIO,722,0,035
1235,PEDRO CARLOS,722,0,035
1236,CURRO,721,0,035
1237,ANGEL ANDRES,720,0,035
1238,OT,720,0,035
1239,UGAITZ,720,0,035
1240,JORGE EDUARDO,719,0,035
1241,ANGELO,718,0,035
1242,LUIS SANTIAGO,718,0,035
1243,MARCOS JESUS,718,0,035
1244,PIO,716,0,035
1245,EUGENI,715,0,035
1246,TAREK,715,0,035
1247,YASSER,715,0,035
1248,JAVIER MANUEL,713,0,035
1249,NOUREDDINE,713,0,035
1250,ADRIAN JOSE,710,0,035
1251,DAN,709,0,035
1252,JOSE ORIOL,709,0,035
1253,RESTITUTO,709,0,035
1254,JOSE ADOLFO,708,0,034
1255,EUTIMIO,707,0,034
1256,JUAN GUILLERMO,706,0,034
1257,JOSE ISMAEL,705,0,034
1258,SANTI,705,0,034
1259,PABLO FRANCISCO,703,0,034
1260,EVAN,699,0,034
1261,FRANK,699,0,034
1262,JORGE DANIEL,699,0,034
1263,POLICARPO,699,0,034
1264,CARLOS ANGEL,698,0,034
1265,DAYRON,697,0,034
1266,JESUS ALEJANDRO,697,0,034
1267,GALO,695,0,034
1268,DOMENEC,694,0,034
1269,ANDRES FRANCISCO,693,0,034
1270,KAMAL,693,0,034
1271,SANTIAGO JESUS,693,0,034
1272,YASSIR,692,0,034
1273,FARID,691,0,034
1274,GERONIMO,691,0,034
1275,JOSE ABEL,691,0,034
1276,EINAR,690,0,034
1277,FRANCISCO IGNACIO,690,0,034
1278,ADUR,688,0,034
1279,MARCOS MANUEL,688,0,034
1280,ANGEL CUSTODIO,686,0,033
1281,JORGE JESUS,684,0,033
1282,EUFRASIO,682,0,033
1283,JOSE ERNESTO,682,0,033
1284,EMILIO JAVIER,679,0,033
1285,JUAN RICARDO,679,0,033
1286,MAXIMIANO,679,0,033
1287,ANDY,678,0,033
1288,PEDRO DANIEL,678,0,033
1289,RAMON ANGEL,678,0,033
1290,OUSSAMA,677,0,033
1291,ABDELILAH,676,0,033
1292,NADIR,676,0,033
1293,CRISANTO,673,0,033
1294,EDWIN,672,0,033
1295,OINATZ,672,0,033
1296,ENRIQUE LUIS,671,0,033
1297,FELIPE JOSE,671,0,033
1298,NICOMEDES,671,0,033
1299,ANTONIO PEDRO,670,0,033
1300,TANAUSU,670,0,033
1301,ADEI,668,0,033
1302,MAXIM,668,0,033
1303,OLEGUER,667,0,032
1304,ALBERTO LUIS,666,0,032
1305,JAIME MANUEL,666,0,032
1306,JOSE ARMANDO,666,0,032
1307,HECTOR JOSE,665,0,032
1308,JON ANDONI,665,0,032
1309,FRANCISCO SALVADOR,664,0,032
1310,GENEROSO,664,0,032
1311,AIMAN,663,0,032
1312,LOGAN,663,0,032
1313,ARTURO JOSE,662,0,032
1314,ANTONIO TOMAS,661,0,032
1315,VALERIO,661,0,032
1316,MANUEL SANTIAGO,660,0,032
1317,ALEJANDRO MIGUEL,659,0,032
1318,ADELINO,656,0,032
1319,JESUS RAFAEL,656,0,032
1320,ADRIAN JESUS,655,0,032
1321,JOSE ELIAS,655,0,032
1322,SEGISMUNDO,655,0,032
1323,LORIEN,653,0,032
1324,MARIUS,653,0,032
1325,CRISTO MANUEL,652,0,032
1326,GABRIEL ALEJANDRO,651,0,032
1327,LUCCA,651,0,032
1328,THEO,651,0,032
1329,BORIS,650,0,032
1330,FRANCISCO PEDRO,650,0,032
1331,TEODOMIRO,649,0,032
1332,HENRY,648,0,032
1333,CARLOS RAMON,647,0,032
1334,GOTZON,645,0,031
1335,JEAN CARLOS,645,0,031
1336,JUAN GREGORIO,645,0,031
1337,VICTOR LUIS,645,0,031
1338,MANOLO,642,0,031
1339,LUIS EMILIO,640,0,031
1340,LUIS GONZALO,640,0,031
1341,MIGUEL RAMON,640,0,031
1342,ANDRES MIGUEL,638,0,031
1343,ABDELKARIM,637,0,031
1344,IVAN MANUEL,637,0,031
1345,LIER,637,0,031
1346,CRISTIAN DAVID,636,0,031
1347,MARIO JESUS,636,0,031
1348,JOSE GERMAN,635,0,031
1349,MUHAMMAD,634,0,031
1350,PEDRO ALEJANDRO,633,0,031
1351,ABDELLATIF,631,0,031
1352,PABLO ALBERTO,631,0,031
1353,BREOGAN,630,0,031
1354,XABI,630,0,031
1355,ANGEL RAFAEL,629,0,031
1356,JOSE MATIAS,629,0,031
1357,LEONEL,628,0,031
1358,MIGUEL ENRIQUE,628,0,031
1359,RICARDO JESUS,627,0,031
1360,ROBERTO ANTONIO,625,0,030
1361,AMINE,624,0,030
1362,DORIAN,624,0,030
1363,MANUEL RAFAEL,624,0,030
1364,EDUARDO LUIS,622,0,030
1365,GONZALO JOSE,622,0,030
1366,JOAQUIN JESUS,622,0,030
1367,XOAN,621,0,030
1368,ALEJANDRO DAVID,620,0,030
1369,LUIS PEDRO,620,0,030
1370,YON,620,0,030
1371,MANUEL EDUARDO,619,0,030
1372,MIGUEL CARLOS,618,0,030
1373,MOUNIR,618,0,030
1374,TXOMIN,617,0,030
1375,TOMAS JOSE,616,0,030
1376,ABIAN,615,0,030
1377,LUIS JORGE,615,0,030
1378,LIBERTO,613,0,030
1379,VALENTINO,613,0,030
1380,DIEGO JAVIER,612,0,030
1381,DOMINGO JAVIER,612,0,030
1382,RAFAEL JUAN,610,0,030
1383,DIEGO LUIS,608,0,030
1384,RAMON FRANCISCO,608,0,030
1385,ANOUAR,607,0,030
1386,APOLINAR,606,0,030
1387,CARLOS ARTURO,606,0,030
1388,FEDERICO JOSE,606,0,030
1389,MANUEL PEDRO,606,0,030
1390,BRANDON,604,0,029
1391,ELIGIO,604,0,029
1392,JOSEP MIQUEL,604,0,029
1393,CARLOS RAFAEL,603,0,029
1394,ENRIQUE FRANCISCO,601,0,029
1395,HARON,601,0,029
1396,HEGOI,601,0,029
1397,OSWALDO,601,0,029
1398,FOUAD,600,0,029
1399,JOAN MANEL,600,0,029
1400,NILO,600,0,029
1401,ANTONIO DOMINGO,599,0,029
1402,MAMADOU,598,0,029
1403,MIGUEL JUAN,598,0,029
1404,PEDRO FERNANDO,598,0,029
1405,RAFAEL MIGUEL,598,0,029
1406,ROBERTO JAVIER,598,0,029
1407,ZOILO,597,0,029
1408,CRISTIAN JOSE,596,0,029
1409,SANTIAGO JAVIER,596,0,029
1410,GABRIEL JOSE,595,0,029
1411,LUCINIO,593,0,029
1412,LUIS RAFAEL,593,0,029
1413,PACO,593,0,029
1414,LUIS GONZAGA,592,0,029
1415,ALFONSO LUIS,591,0,029
1416,ARIDANE,591,0,029
1417,ULPIANO,591,0,029
1418,DANIEL FRANCISCO,589,0,029
1419,MELQUIADES,589,0,029
1420,DOMINGO MANUEL,588,0,029
1421,EMILIO ANTONIO,588,0,029
1422,IU,588,0,029
1423,JOSE BLAS,588,0,029
1424,AIDAN,587,0,029
1425,MARWAN,587,0,029
1426,PABLO DANIEL,587,0,029
1427,JHON JAIRO,586,0,029
1428,TOMEU,586,0,029
1429,JOSE CRUZ,585,0,028
1430,PEDRO TOMAS,584,0,028
1431,DANIEL ANGEL,583,0,028
1432,CARLOS JUAN,582,0,028
1433,LUIS ROBERTO,582,0,028
1434,PEDRO RAFAEL,582,0,028
1435,ANGEL ENRIQUE,581,0,028
1436,ISABELO,581,0,028
1437,JEAN PIERRE,581,0,028
1438,JULI,581,0,028
1439,TEODOSIO,581,0,028
1440,ANTONIO IGNACIO,580,0,028
1441,JULIO ANGEL,580,0,028
1442,RAFAEL ALBERTO,580,0,028
1443,ROBERTO MANUEL,580,0,028
1444,CARLOS IVAN,578,0,028
1445,CRISTIAN JESUS,578,0,028
1446,JORGE IGNACIO,576,0,028
1447,GABRIEL JESUS,575,0,028
1448,JOSE GERARDO,575,0,028
1449,RUBEN JESUS,575,0,028
1450,JOAQUIN FRANCISCO,574,0,028
1451,JULIAN JOSE,574,0,028
1452,SALIM,574,0,028
1453,NAEL,573,0,028
1454,CRISTOBAL JESUS,572,0,028
1455,EDORTA,572,0,028
1456,JUAN JORGE,572,0,028
1457,SOTERO,572,0,028
1458,DIEGO ANDRES,571,0,028
1459,JUAN NICOLAS,571,0,028
1460,HONORATO,570,0,028
1461,GABRIEL ANTONIO,569,0,028
1462,ANTONIO SALVADOR,568,0,028
1463,MARIO ANTONIO,566,0,028
1464,ROBERTO JESUS,566,0,028
1465,MANUEL SALVADOR,565,0,028
1466,SERGIO LUIS,565,0,028
1467,SILVIO,565,0,028
1468,DANIEL ALBERTO,564,0,027
1469,EUTIQUIO,563,0,027
1470,BERNARDO JOSE,562,0,027
1471,EL HASSAN,562,0,027
1472,MISAEL,562,0,027
1473,RUBEN JOSE,562,0,027
1474,KERMAN,561,0,027
1475,MOURAD,561,0,027
1476,YONATHAN,561,0,027
1477,JULIO MIGUEL,560,0,027
1478,JOSE VALENTIN,559,0,027
1479,NICOLAU,559,0,027
1480,LUIS PABLO,558,0,027
1481,OLMO,558,0,027
1482,ERNESTO JOSE,556,0,027
1483,FRANCISCO EDUARDO,556,0,027
1484,GUIU,555,0,027
1485,IBRAHIMA,555,0,027
1486,LUIS MARIO,555,0,027
1487,JESUS JUAN,554,0,027
1488,ELISARDO,553,0,027
1489,VALERO,553,0,027
1490,WILSON,553,0,027
1491,JAVIER LUIS,552,0,027
1492,ALFONSO MARIA,551,0,027
1493,MARCOS JAVIER,550,0,027
1494,JESUS ALFONSO,548,0,027
1495,JULIO ENRIQUE,547,0,027
1496,RAFAEL ENRIQUE,547,0,027
1497,SALAH,547,0,027
1498,SALOMON,547,0,027
1499,EDUARDO FRANCISCO,546,0,027
1500,FRANCESC JOSEP,546,0,027
1501,ANASS,544,0,026
1502,DEOGRACIAS,544,0,026
1503,JESUS PEDRO,544,0,026
1504,ENRIQUE MIGUEL,543,0,026
1505,FRANCISCO AGUSTIN,543,0,026
1506,PEDRO JULIAN,543,0,026
1507,JAIME LUIS,542,0,026
1508,MANUEL AGUSTIN,542,0,026
1509,MANUEL EMILIO,540,0,026
1510,NUNO,539,0,026
1511,SIRO,539,0,026
1512,ADOLFO JOSE,538,0,026
1513,ASER,538,0,026
1514,FELIP,538,0,026
1515,FELIX JAVIER,538,0,026
1516,ALDO,537,0,026
1517,ALVARO ANTONIO,537,0,026
1518,CESAR LUIS,537,0,026
1519,EUGENIO JOSE,537,0,026
1520,RAFA,537,0,026
1521,SUFIAN,537,0,026
1522,CARLOS ALFREDO,536,0,026
1523,JOSE AUGUSTO,535,0,026
1524,JOSE GONZALO,535,0,026
1525,OSCAR ALBERTO,535,0,026
1526,ANTONIO ALFONSO,534,0,026
1527,JOSE ISRAEL,534,0,026
1528,JUAN ROBERTO,534,0,026
1529,TIBURCIO,534,0,026
1530,ARIAN,533,0,026
1531,JON IÑAKI,533,0,026
1532,DELMIRO,532,0,026
1533,JOSE SEBASTIAN,532,0,026
1534,JESUS JOAQUIN,531,0,026
1535,XUBAN,531,0,026
1536,ANTONIO AGUSTIN,530,0,026
1537,AMADEU,529,0,026
1538,ANWAR,529,0,026
1539,PATROCINIO,528,0,026
1540,ALVARO JAVIER,526,0,026
