Frecuencias de nombres
Nombres por nacionalidad
País: ESPAÑOLES


Nº,Nombre,Total,Por mil ‰
1606,JANNA,544,0,025
1607,MANOLI,544,0,025
1608,ROSA BELEN,544,0,025
1609,DESEADA,543,0,025
1610,AMAGOIA,542,0,025
1611,ANA GABRIELA,542,0,025
1612,CAROL,542,0,025
1613,MARIA TOMASA,541,0,025
1614,MARIANA JESUS,540,0,025
1615,YAZMINA,540,0,025
1616,TAMARA MARIA,539,0,025
1617,BALTASARA,538,0,025
1618,MARIA AGUEDA,538,0,025
1619,NOURA,538,0,025
1620,ALTEA,537,0,025
1621,MIREN GARBIÑE,537,0,025
1622,MARIA ANGEL,534,0,025
1623,REBECCA,534,0,025
1624,HANNA,533,0,025
1625,MARIA CELESTINA,533,0,025
1626,ISABEL DOLORES,532,0,025
1627,TAMAR,531,0,025
1628,IBONE,530,0,025
1629,CRISTINA VICTORIA,529,0,025
1630,EVA ISABEL,529,0,025
1631,MARIA JACINTA,529,0,025
1632,AYELEN,528,0,025
1633,CRISTINA CARMEN,527,0,025
1634,VIRGILIA,527,0,025
1635,DEVORA,526,0,024
1636,MARIA AIDA,526,0,024
1637,ALISON,524,0,024
1638,ASSUMPTA,524,0,024
1639,EVA GLORIA,524,0,024
1640,OROSIA,524,0,024
1641,ALICE,523,0,024
1642,EVA CRISTINA,523,0,024
1643,GLORIA INES,522,0,024
1644,SAFAE,522,0,024
1645,IMMA,521,0,024
1646,ANTONIA ISABEL,520,0,024
1647,ANUNCIA,520,0,024
1648,ANTONIA JESUS,518,0,024
1649,AMALIA MARIA,517,0,024
1650,CECILIA MARIA,517,0,024
1651,AMELIA MARIA,515,0,024
1652,EUNICE,515,0,024
1653,QUINTINA,515,0,024
1654,ROSENDA,515,0,024
1655,WENDY,515,0,024
1656,YVONNE,515,0,024
1657,EMERENCIANA,514,0,024
1658,XANA,514,0,024
1659,MILA,513,0,024
1660,EUGENIA MARIA,512,0,024
1661,MARINA CARMEN,512,0,024
1662,ALBERTINA,511,0,024
1663,MARIA ANGELINA,511,0,024
1664,MAYRA ALEJANDRA,511,0,024
1665,DOUNIA,510,0,024
1666,AHLAM,509,0,024
1667,HIND,509,0,024
1668,IOLANDA,509,0,024
1669,MARIA CARLOTA,508,0,024
1670,ASSIA,507,0,024
1671,LAURA CRISTINA,506,0,024
1672,MIREN BEGOÑA,506,0,024
1673,MARIA ISIDORA,505,0,024
1674,MARTA PILAR,504,0,023
1675,MEGAN,504,0,023
1676,MARIA ELISABET,503,0,023
1677,OVIDIA,503,0,023
1678,ROSARIO PILAR,503,0,023
1679,AZIZA,502,0,023
1680,CIARA,499,0,023
1681,MARIA FELIPA,499,0,023
1682,ANA ANTONIA,498,0,023
1683,ANGIE,498,0,023
1684,AYNARA,498,0,023
1685,JUANA FRANCISCA,498,0,023
1686,MARIA AMADA,498,0,023
1687,MONTEMAYOR,498,0,023
1688,MARIA AUREA,497,0,023
1689,MARTIRIO,497,0,023
1690,ROSARIO FATIMA,497,0,023
1691,BALDOMERA,496,0,023
1692,IONA,496,0,023
1693,PERFECTA,496,0,023
1694,LURDES,495,0,023
1695,ARGELIA,493,0,023
1696,NELIA,492,0,023
1697,RIANSARES,492,0,023
1698,GRANADA,491,0,023
1699,JAZMIN,491,0,023
1700,MARIA CLAUDIA,490,0,023
1701,ELDA,489,0,023
1702,INOCENTA,489,0,023
1703,MARIA JUSTA,489,0,023
1704,BALMA,488,0,023
1705,NATHALIA,488,0,023
1706,DEMELSA,487,0,023
1707,MARIA BELINDA,487,0,023
1708,SANAE,486,0,023
1709,CARMEN JESUS,485,0,023
1710,MARIA JESSICA,485,0,023
1711,DANIELA MARIA,484,0,023
1712,ELIA MARIA,484,0,023
1713,IANIRE,483,0,022
1714,ROSALINDA,483,0,022
1715,CONXITA,482,0,022
1716,MARGOT,482,0,022
1717,SERENA,482,0,022
1718,FATNA,481,0,022
1719,LINA MARCELA,481,0,022
1720,LUCIA ISABEL,481,0,022
1721,MARILUZ,480,0,022
1722,MELODIA,480,0,022
1723,NISRIN,479,0,022
1724,MARIA ALTAGRACIA,478,0,022
1725,CIRILA,477,0,022
1726,IZADI,477,0,022
1727,MARIA CELSA,477,0,022
1728,MARIA PASTORA,477,0,022
1729,RABIA,477,0,022
1730,STEPHANIE,477,0,022
1731,NIKOLE,476,0,022
1732,MARIA CLEOFE,475,0,022
1733,MONTAÑA,475,0,022
1734,ANA ELISA,473,0,022
1735,INTZA,473,0,022
1736,MERYEM,471,0,022
1737,ENYA,470,0,022
1738,FRANCISCA DOLORES,470,0,022
1739,HAYDEE,470,0,022
1740,PATRICIA ISABEL,470,0,022
1741,SILVERIA,470,0,022
1742,ISABEL PILAR,469,0,022
1743,MARIA NEREA,469,0,022
1744,ASMA,468,0,022
1745,ASMAA,468,0,022
1746,SAFAA,468,0,022
1747,SARAYMA,468,0,022
1748,TASNIM,468,0,022
1749,MELODI,467,0,022
1750,CORONADA,465,0,022
1751,MARIA CLOTILDE,465,0,022
1752,ANA LOURDES,464,0,022
1753,JANNAT,464,0,022
1754,CIRA,463,0,022
1755,ESPERANÇA,463,0,022
1756,ROSANNA,463,0,022
1757,MARIA ALEGRIA,462,0,022
1758,ALESSIA,461,0,021
1759,ILARGI,461,0,021
1760,MARIA ARRATE,461,0,021
1761,MARIA DESEADA,461,0,021
1762,MAURICIA,461,0,021
1763,GADOR,460,0,021
1764,LILA,460,0,021
1765,ISABEL ROSA,459,0,021
1766,LIRIA,459,0,021
1767,YOMARA,459,0,021
1768,ZALOA,459,0,021
1769,ANA MILENA,458,0,021
1770,CRISANTA,458,0,021
1771,EREA,457,0,021
1772,MARIA VAL,457,0,021
1773,PERPETUA,457,0,021
1774,ANTONIA PILAR,456,0,021
1775,ESTELA CARMEN,456,0,021
1776,JUANA CARMEN,456,0,021
1777,AGUAS SANTAS,455,0,021
1778,CINTHYA,455,0,021
1779,MARGARITA ROSA,455,0,021
1780,MATILDA,455,0,021
1781,AMBROSIA,454,0,021
1782,DORIS,454,0,021
1783,JULIA ISABEL,454,0,021
1784,MARIA LORENZA,454,0,021
1785,MARIA OLIVIA,454,0,021
1786,MARAVILLA,453,0,021
1787,SAADIA,453,0,021
1788,MARIA PALMA,452,0,021
1789,NORBERTA,452,0,021
1790,EIRA,451,0,021
1791,MARIA PALMIRA,451,0,021
1792,ANTONIA ROSA,450,0,021
1793,PILAR CARMEN,449,0,021
1794,MARIA LUNA,448,0,021
1795,VILMA,448,0,021
1796,BLANCA ISABEL,447,0,021
1797,MARINA ISABEL,447,0,021
1798,ZAINAB,447,0,021
1799,CARMEN LAURA,446,0,021
1800,JASONE,446,0,021
1801,NOHA,446,0,021
1802,MARY LUZ,445,0,021
1803,FIDELINA,444,0,021
1804,DEYANIRA,443,0,021
1805,MARIA LARA,443,0,021
1806,NICASIA,443,0,021
1807,ANA GEMA,440,0,020
1808,CHAIMA,440,0,020
1809,JOSEFA LUISA,440,0,020
1810,PATRICIA CARMEN,440,0,020
1811,FADMA,439,0,020
1812,LEONILA,439,0,020
1813,MARIA FLORES,439,0,020
1814,MARIA IDOIA,439,0,020
1815,MURIEL,438,0,020
1816,SOUKAINA,438,0,020
1817,ZULIMA,438,0,020
1818,INDHIRA,436,0,020
1819,MARIA LIBERTAD,436,0,020
1820,GAIA,435,0,020
1821,LIBIA,434,0,020
1822,RAKEL,434,0,020
1823,JANETH,433,0,020
1824,MARIAMA,433,0,020
1825,MARLEN,433,0,020
1826,FRANCISCA CARMEN,432,0,020
1827,KEIRA,432,0,020
1828,CARMEN MERCEDES,430,0,020
1829,FAYNA,430,0,020
1830,MARIA VILLAR,430,0,020
1831,PAOLA MARIA,430,0,020
1832,ANABELLA,429,0,020
1833,FATMA,429,0,020
1834,AMAIUR,428,0,020
1835,ELENA CARMEN,428,0,020
1836,KELLY,428,0,020
1837,MARCIA,428,0,020
1838,MARIA DANIELA,428,0,020
1839,MATEA,428,0,020
1840,NIHAD,428,0,020
1841,ALCIRA,427,0,020
1842,EVELINA,427,0,020
1843,AMELIE,426,0,020
1844,ANDREA CAROLINA,426,0,020
1845,JOANE,426,0,020
1846,ROSA AMELIA,426,0,020
1847,TABITA,426,0,020
1848,ADHARA,425,0,020
1849,NAYA,425,0,020
1850,PRECIOSA,425,0,020
1851,AMINATA,424,0,020
1852,MARIA FELICITAS,424,0,020
1853,LLEDO,423,0,020
1854,MARIA GRANADA,423,0,020
1855,PASION,422,0,020
1856,SILVIA PATRICIA,422,0,020
1857,YULIA,422,0,020
1858,MARGARITA ISABEL,420,0,020
1859,MARIA SALVADORA,420,0,020
1860,JAVIERA,419,0,020
1861,LIS,419,0,020
1862,MARIA IMMACULADA,419,0,020
1863,ROCIO MARIA,419,0,020
1864,PORFIRIA,417,0,019
1865,SANDRA ISABEL,417,0,019
1866,TOURIA,417,0,019
1867,VENERANDA,417,0,019
1868,FRANCISCA ANTONIA,416,0,019
1869,MARIA DULCE,416,0,019
1870,ANA MARINA,415,0,019
1871,TERESA PILAR,415,0,019
1872,AMPARO MARIA,414,0,019
1873,LAURA PILAR,414,0,019
1874,STELLA MARIS,414,0,019
1875,ASUNCION MARIA,413,0,019
1876,FRANCISCA PILAR,413,0,019
1877,LUJAN,413,0,019
1878,ESTHER LIDIA,412,0,019
1879,LLUM,412,0,019
1880,ERIKA MARIA,411,0,019
1881,MARIA MERCED,411,0,019
1882,SACRAMENTOS,411,0,019
1883,ESTER MARIA,410,0,019
1884,TRINITAT,410,0,019
1885,AIMARA,409,0,019
1886,GOIZANE,409,0,019
1887,MARY CARMEN,409,0,019
1888,OUMAIMA,409,0,019
1889,ANA BEGOÑA,408,0,019
1890,ANA MARIA CARMEN,408,0,019
1891,MARIA MARAVILLAS,408,0,019
1892,ALEXA,406,0,019
1893,ROSA MARINA,406,0,019
1894,ALEXANDRA MARIA,405,0,019
1895,HELENA MARIA,405,0,019
1896,INGE,405,0,019
1897,HELENE,404,0,019
1898,MARIA CANDELA,404,0,019
1899,MARTA BEATRIZ,404,0,019
1900,VIVIAN,404,0,019
1901,INMACULADA MARIA,403,0,019
1902,ISRAA,403,0,019
1903,AMABLE,402,0,019
1904,ANTONIA CARMEN,402,0,019
1905,AZAHARA MARIA,402,0,019
1906,MARIA BERNARDA,402,0,019
1907,MARIETA,402,0,019
1908,DENISSE,400,0,019
1909,LEAH,400,0,019
1910,ARA,399,0,019
1911,CARMEN ALICIA,399,0,019
1912,CATALEYA,399,0,019
1913,ANA ESMERALDA,398,0,019
1914,CARMEN CRISTINA,398,0,019
1915,CRISTINA PILAR,398,0,019
1916,EUDOSIA,398,0,019
1917,ROSA MARY,398,0,019
1918,ANA CONCEPCION,397,0,018
1919,FLORA MARIA,397,0,018
1920,ILDA,397,0,018
1921,CARMEN BEATRIZ,396,0,018
1922,ELIDIA,396,0,018
1923,ROSA MAR,396,0,018
1924,CHARLOTTE,395,0,018
1925,ELMA,395,0,018
1926,GENMA,395,0,018
1927,VICTORIA ISABEL,395,0,018
1928,BRIGITTE,394,0,018
1929,DANIELA ALEJANDRA,394,0,018
1930,DOUAA,394,0,018
1931,EDNA,394,0,018
1932,EVA BELEN,394,0,018
1933,JENNIFER MARIA,394,0,018
1934,MARIA TEODORA,394,0,018
1935,ROSARIO ISABEL,394,0,018
1936,JOSEFA ROSA,393,0,018
1937,NAWAL,393,0,018
1938,IRAYA,392,0,018
1939,MARIA CIELO,392,0,018
1940,MARIA MARTINA,392,0,018
1941,ROSA ESTHER,392,0,018
1942,SINFOROSA,392,0,018
1943,ALEIDA,391,0,018
1944,HAKIMA,391,0,018
1945,IDURRE,391,0,018
1946,ROBLEDO,391,0,018
1947,ROSMERY,391,0,018
1948,ABILIA,389,0,018
1949,MARIA REMEI,389,0,018
1950,MARLENY,389,0,018
1951,PIA,389,0,018
1952,TERESA ISABEL,389,0,018
1953,IBTISSAM,388,0,018
1954,MONIKA,388,0,018
1955,SIXTA,388,0,018
1956,ROCIO MAR,387,0,018
1957,GERALDINE,386,0,018
1958,ITSASNE,386,0,018
1959,LUCIA PILAR,386,0,018
1960,MARIA FLORINDA,386,0,018
1961,NEREA MARIA,386,0,018
1962,FRIDA,385,0,018
1963,NICANORA,385,0,018
1964,ANA INES,383,0,018
1965,ATTENERI,383,0,018
1966,ELOISA MARIA,383,0,018
1967,EUNATE,383,0,018
1968,LUZ MARY,383,0,018
1969,MARIA DIANA,383,0,018
1970,TELESFORA,382,0,018
1971,LUCITA,381,0,018
1972,MARIA TANIA,381,0,018
1973,NIEVES ROSA,381,0,018
1974,ANTONIA JOSEFA,380,0,018
1975,DOLORES PILAR,380,0,018
1976,DULCENOMBRE MARIA,380,0,018
1977,EMELINA,380,0,018
1978,ITZEL,378,0,018
1979,MAGNOLIA,378,0,018
1980,MARIA BRIGIDA,378,0,018
1981,ORFELINA,378,0,018
1982,ROSA MERCEDES,378,0,018
1983,KATTALIN,377,0,018
1984,MIRTA,377,0,018
1985,OMAYRA,377,0,018
1986,ANA SILVIA,376,0,018
1987,SANAA,376,0,018
1988,ANA MANUELA,375,0,017
1989,MAGALY,375,0,017
1990,GLORIA CARMEN,374,0,017
1991,ISRAE,374,0,017
1992,SIGRID,374,0,017
1993,SOLEDAD MARIA,374,0,017
1994,CONSUELO MARIA,373,0,017
1995,DAKOTA,373,0,017
1996,IOSUNE,373,0,017
1997,TERESITA JESUS,373,0,017
1998,AFRICA MARIA,372,0,017
1999,ANNIA,372,0,017
2000,JAEL,372,0,017
2001,KRISTINA,372,0,017
2002,MARTA CRISTINA,372,0,017
2003,MELINDA,372,0,017
2004,SABAH,372,0,017
2005,AYMARA,371,0,017
2006,MARTA LUISA,371,0,017
2007,MARUJA,371,0,017
2008,WISSAL,371,0,017
2009,ANDREA CARMEN,370,0,017
2010,MARIA AROA,370,0,017
2011,MARIA YURENA,370,0,017
2012,TARSILA,369,0,017
2013,CARMEN YOLANDA,368,0,017
2014,CLARA INES,368,0,017
2015,ESTIBALITZ,368,0,017
2016,MARIA OLIMPIA,368,0,017
2017,MARIA SALES,368,0,017
2018,MARIA SAMPEDRO,368,0,017
2019,ALAE,366,0,017
2020,MARIA AZAHARA,366,0,017
2021,MARIA PAULINA,366,0,017
2022,MARIA VILLA,366,0,017
2023,ROSA LUZ,366,0,017
2024,ROSA MARGARITA,366,0,017
2025,CHAIMAA,365,0,017
2026,MIREN JAIONE,365,0,017
2027,ARWA,364,0,017
2028,ALODIA,363,0,017
2029,MARIA JUDITH,363,0,017
2030,YOSRA,363,0,017
2031,DUNIA ESTHER,362,0,017
2032,JONE MIREN,362,0,017
2033,LINDA,362,0,017
2034,MARTA LUCIA,362,0,017
2035,LETIZIA,361,0,017
2036,JEANETTE,360,0,017
2037,JENNYFER,360,0,017
2038,MONICA ISABEL,360,0,017
2039,NICOL,360,0,017
2040,BETH,359,0,017
2041,LUNA MARIA,359,0,017
2042,FAUSTA,358,0,017
2043,JOSEFA TERESA,358,0,017
2044,LUCINIA,358,0,017
2045,MARIA BALBINA,358,0,017
2046,ALICIA CARMEN,357,0,017
2047,MARIA INOCENCIA,355,0,017
2048,MARY,355,0,017
2049,MIREN GURUTZE,355,0,017
2050,ANNABEL,354,0,016
2051,BEATRIZ CARMEN,354,0,016
2052,MAROUA,354,0,016
2053,PAULA ISABEL,354,0,016
2054,XULIA,354,0,016
2055,YAEL,354,0,016
2056,YOVANA,354,0,016
2057,HERMITAS,353,0,016
2058,ROMUALDA,353,0,016
2059,ROSA DOLORES,353,0,016
2060,ISABEL TERESA,352,0,016
2061,AINHOA MARIA,351,0,016
2062,DOLORES ISABEL,351,0,016
2063,DORLETA,351,0,016
2064,INMA,351,0,016
2065,MARIA MONSERRATE,351,0,016
2066,ROMAISA,351,0,016
2067,ANA LORENA,350,0,016
2068,ANTONIA DOLORES,350,0,016
2069,CARMEN ESTHER,350,0,016
2070,GABRIELA MARIA,350,0,016
2071,MARIA LUZDIVINA,350,0,016
2072,SUSANA BEATRIZ,350,0,016
2073,YUSRA,350,0,016
2074,MARIA LUCILA,349,0,016
2075,JACKELINE,348,0,016
2076,MARIA ELBA,348,0,016
2077,ESTHER GLORIA,347,0,016
2078,ARGIMIRA,346,0,016
2079,MARIA ETELVINA,346,0,016
2080,MARIA NELLY,346,0,016
2081,NAIR,346,0,016
2082,SHARON,346,0,016
2083,MARIA EUSEBIA,345,0,016
2084,NAYMA,345,0,016
2085,ONINTZA,345,0,016
2086,SVETLANA,345,0,016
2087,YAMILE,345,0,016
2088,CARMEN ANGELES,344,0,016
2089,ILIANA,344,0,016
2090,KAYLA,344,0,016
2091,TARA,344,0,016
2092,TATIANA MARIA,344,0,016
2093,ZELTIA,344,0,016
2094,ANGELA CARMEN,343,0,016
2095,GERONIMA,343,0,016
2096,MANOLITA,343,0,016
2097,XANDRA,343,0,016
2098,FELISA MARIA,342,0,016
2099,TRINIDAD MARIA,342,0,016
2100,ZAHARA,342,0,016
2101,IZIAR,341,0,016
2102,MARIA LILIANA,341,0,016
2103,CARMEN LUZ,340,0,016
2104,FATOU,340,0,016
2105,LEONTINA,340,0,016
2106,MARIA ELOINA,340,0,016
2107,MARTA CARMEN,340,0,016
2108,NATALIE,340,0,016
2109,NOELA,340,0,016
2110,OMAYMA,340,0,016
2111,ANA ESPERANZA,339,0,016
2112,DAIANA,339,0,016
2113,IRIS MARIA,339,0,016
2114,JULIETTE,339,0,016
2115,MARIA RAMOS,339,0,016
2116,MARTA TERESA,339,0,016
2117,RAISA,339,0,016
2118,SANDRA ELIZABETH,339,0,016
2119,VALVANERA,339,0,016
2120,CAROLINE,338,0,016
2121,LISA,338,0,016
2122,MARIA ELVA,338,0,016
2123,MAXIMILIANA,338,0,016
2124,ANA ANGELES,337,0,016
2125,ANXELA,337,0,016
2126,EUKENE,337,0,016
2127,SAFA,337,0,016
2128,CARMEN PATRICIA,336,0,016
2129,ELIXABET,336,0,016
2130,GINEBRA,336,0,016
2131,ELISEA,335,0,016
2132,MACRINA,335,0,016
2133,AFRIKA,334,0,016
2134,BEATRIZ EUGENIA,334,0,016
2135,HOURIA,334,0,016
2136,NATIVITAT,334,0,016
2137,SHIRLEY,334,0,016
2138,ALMUDENA MARIA,333,0,016
2139,ALSIRA,333,0,016
2140,ANA CLARA,333,0,016
2141,EVA PILAR,333,0,016
2142,FLORES,333,0,016
2143,GABRIELLA,333,0,016
2144,MIREN AMAIA,333,0,016
2145,GLORIA ELENA,332,0,015
2146,GUAYARMINA,332,0,015
2147,ALAINE,331,0,015
2148,GLORIA AMPARO,331,0,015
2149,TIFFANY,331,0,015
2150,ELISABEL,330,0,015
2151,IVANNA,330,0,015
2152,JORGINA,330,0,015
2153,MARIA DULCE NOMBRE,330,0,015
2154,MARIA MISERICORDIA,330,0,015
2155,ANA LIDIA,329,0,015
2156,ANNA ISABEL,329,0,015
2157,MARIA ANTIGUA,329,0,015
2158,MARIA LUCRECIA,329,0,015
2159,NURIA ISABEL,329,0,015
2160,EKATERINA,328,0,015
2161,FOUZIA,328,0,015
2162,FRANCISCA JOSEFA,328,0,015
2163,MARIA CAMPO,328,0,015
2164,PAULA CARMEN,328,0,015
2165,MARIA MINERVA,327,0,015
2166,MARIA ZORAIDA,327,0,015
2167,RAFAELA MARIA,327,0,015
2168,BERTHA,326,0,015
2169,MARIA DOMINGA,326,0,015
2170,MARIA MARCELINA,326,0,015
2171,AITANA MARIA,325,0,015
2172,ANGELA CRUZ,325,0,015
2173,CARMEN MARINA,325,0,015
2174,LAZARA,325,0,015
2175,MARIA BARBARA,325,0,015
2176,MARIA RUFINA,325,0,015
2177,MIREN MAITE,325,0,015
2178,NOHEMI,325,0,015
2179,ELENA PILAR,324,0,015
2180,MARIA ELISABETH,324,0,015
2181,MARIA MARINA,324,0,015
2182,MARICEL,324,0,015
2183,ANA YOLANDA,323,0,015
2184,LAURA BEATRIZ,323,0,015
2185,MARIA PURA,323,0,015
2186,MIRYAN,323,0,015
2187,ROSALIA MARIA,323,0,015
2188,SARA CARMEN,323,0,015
2189,YAMILEY,323,0,015
2190,ARHANE,322,0,015
2191,BENJAMINA,322,0,015
2192,CHAYMAE,322,0,015
2193,FRANCISCA TERESA,322,0,015
2194,JUANI,322,0,015
2195,BERENICE,321,0,015
2196,IRENE CARMEN,321,0,015
2197,MARIA MAGNOLIA,321,0,015
2198,AMANDA MARIA,320,0,015
2199,CIRIACA,320,0,015
2200,EZEQUIELA,320,0,015
2201,ISABEL VICTORIA,320,0,015
2202,JESICA MARIA,320,0,015
2203,BETTY,319,0,015
2204,CORONA,319,0,015
2205,MANUELA CARMEN,319,0,015
2206,ANA KARINA,318,0,015
2207,ARCADIA,318,0,015
2208,BEATRIU,318,0,015
2209,BETSABE,318,0,015
2210,BLAU,318,0,015
2211,GISELE,318,0,015
2212,LAURA PATRICIA,318,0,015
2213,ERMELINDA,317,0,015
2214,LIDYA,317,0,015
2215,LUISA ISABEL,317,0,015
2216,CARMEN CECILIA,316,0,015
2217,ISABEL ROCIO,316,0,015
2218,LAMIA,315,0,015
2219,AINIZE,314,0,015
2220,DOHA,314,0,015
2221,ELIANE,314,0,015
2222,MARIA AINHOA,314,0,015
2223,MARIA GLADYS,314,0,015
